
"site","raceeth","q6orig","q7orig","record","orig_rec","q1","q2","q3","q4","q5","q6","q7","QN8","QN9","QN10","QN11","QN12","QN13","QN14","QN15","QN16","QN17","QN18","QN19","QN20","QN21","QN22","QN23","QN24","QN25","QN26","QN27","QN28","QN29","QN30","QN31","QN32","QN33","QN34","QN35","QN36","QN37","QN38","QN39","QN40","QN41","QN42","QN43","QN44","QN45","QN46","QN47","QN48","QN49","QN50","QN51","QN52","QN53","QN54","QN55","QN56","QN57","QN58","QN59","QN60","QN61","QN62","QN66","QN67","QN68","QN69","QN70","QN71","QN72","QN73","QN74","QN75","QN76","QN77","QN78","QN79","QN80","QN81","QN82","QN83","QN84","QN85","QN86","QN87","QN88","QN89","QN90","QN91","QN92","QN93","QN94","QN95","QN96","QN97","QN98","QN99","QN100","QN101","QN102","QN103","QN104","QN105","QN106","QN107","qnfrcig","qndaycig","qnfrevp","qndayevp","qnfrskl","qndayskl","qnfrcgr","qndaycgr","qntb2","qntb3","qntb4","qntb5","qniudimp","qnothhpl","qndualbc","qnbcnone","qnfr0","qnfr1","qnfr2","qnveg0","qnveg1","qnveg2","qnveg3","qnsoda1","qnsoda2","qnbk7day","qnpa0day","qnpa7day","qndlype","qnnodnt","qnspdrk1","qnspdrk2","qnwater1","qnwater2","qnwater3","qnillict","BMIPCT","qnowt","qnobese","weight","stratum","psu"
"XX","1","507","130",12457.00,,"3","2","1","2","A",1.70,58.97,,2.00,,,2.00,,,,,,,2.00,1.00,2.00,2.00,,2.00,2.00,1.00,2.00,2.00,1.00,,2.00,,2.00,,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,,,,,,2.00,2.00,2.00,2.00,1.00,2.00,1.00,,2.00,,,2.00,1.00,2.00,2.00,1.00,,,,,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,62.81,2.00,2.00,2.9e-03,300.00,30356.00
"XX","1","501","140",12458.00,,"4","1","2","2","A",1.55,63.50,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,1.00,,2.00,2.00,1.00,2.00,2.00,2.00,,2.00,,2.00,,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,,,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,,,,,,,1.00,1.00,2.00,1.00,1.00,1.00,2.00,,2.00,,,1.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,,,,,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,1.00,1.00,,,,,91.61,1.00,2.00,6.1e-03,300.00,30356.00
"XX","1","504","147",12459.00,,"7","1","4","2","A",1.63,66.68,,2.00,,,2.00,,,,,,,2.00,1.00,1.00,1.00,,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,,2.00,,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,1.00,2.00,1.00,,,,1.00,2.00,2.00,1.00,2.00,2.00,1.00,,2.00,,,2.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,81.55,2.00,2.00,4.0e-03,300.00,30356.00
"XX","8","506","135",12460.00,,"7","1","4","2","A   E",1.68,61.24,,2.00,2.00,2.00,2.00,,,,,,,2.00,1.00,2.00,2.00,,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,,2.00,,1.00,2.00,,2.00,2.00,1.00,2.00,2.00,2.00,,,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,1.00,2.00,1.00,,,,1.00,2.00,1.00,1.00,1.00,1.00,1.00,,2.00,,,2.00,1.00,1.00,1.00,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,53.50,2.00,2.00,4.0e-03,300.00,30356.00
"XX","1",,,12461.00,,"7","1","5","2","A",,,,2.00,,,2.00,,,,,,,1.00,1.00,1.00,2.00,,2.00,2.00,1.00,1.00,1.00,1.00,,1.00,,2.00,,1.00,1.00,,2.00,2.00,1.00,2.00,1.00,1.00,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,2.00,,,2.00,2.00,2.00,2.00,1.00,,,,2.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,,,,,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,2.00,2.00,,,,,,,,4.0e-03,300.00,30356.00
"XX","1","509","143",12462.00,,"7","2","4","2","A",1.75,64.86,,2.00,,,2.00,,,,,,,2.00,2.00,,,,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,,2.00,,1.00,2.00,,2.00,2.00,1.00,2.00,2.00,2.00,,,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,,,,,,2.00,2.00,2.00,1.00,1.00,2.00,1.00,,2.00,,,2.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,35.76,2.00,2.00,2.8e-03,300.00,30356.00
"XX","1","506","170",12463.00,,"7","2","4","2","A",1.68,77.11,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,2.00,,2.00,2.00,1.00,1.00,2.00,1.00,,2.00,,2.00,,1.00,2.00,,1.00,2.00,1.00,2.00,2.00,2.00,,,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,1.00,2.00,1.00,,,,2.00,2.00,1.00,1.00,1.00,1.00,2.00,,1.00,,,2.00,2.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,,,,,2.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,90.45,1.00,2.00,2.8e-03,300.00,30356.00
"XX","1","507","156",12464.00,,"7","2","4","2","A",1.70,70.76,,2.00,,,2.00,,,,,,,2.00,1.00,2.00,2.00,,2.00,1.00,1.00,2.00,2.00,2.00,,2.00,,2.00,,1.00,,,2.00,2.00,,2.00,2.00,2.00,,,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,,,,,,1.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,,,2.00,1.00,1.00,2.00,1.00,,,,1.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,,,2.00,2.00,2.00,2.00,2.00,2.00,,,,,,,2.00,2.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,,2.00,1.00,,2.00,2.00,2.00,,,,,75.27,2.00,2.00,2.8e-03,300.00,30356.00
"XX","1","506","178",12465.00,,"7","1","4","2","A",1.68,80.74,,2.00,,,2.00,,,,,,,1.00,2.00,,,,2.00,2.00,1.00,2.00,2.00,2.00,,2.00,,2.00,,1.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,,,,,,2.00,2.00,1.00,1.00,1.00,1.00,1.00,,1.00,,,2.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,,2.00,1.00,,2.00,2.00,2.00,,,,,92.30,1.00,2.00,4.0e-03,300.00,30356.00
"XX","1","503","123",12466.00,,"7","1","4","2","A",1.60,55.79,,2.00,,,2.00,,,,,,,2.00,2.00,,,,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,,2.00,,1.00,,,2.00,2.00,,2.00,2.00,2.00,,,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,,,,,,2.00,2.00,2.00,1.00,1.00,1.00,1.00,,1.00,,,2.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,,,2.00,2.00,2.00,2.00,2.00,2.00,,,,,,,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,1.00,,2.00,2.00,2.00,,,,,54.63,2.00,2.00,4.0e-03,300.00,30356.00
"XX","1","506","190",12467.00,,"6","2","4","2","A",1.68,86.18,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,2.00,,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,,2.00,,1.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,,,,,,2.00,2.00,1.00,1.00,1.00,1.00,2.00,,2.00,,,2.00,1.00,2.00,2.00,1.00,,,,2.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,2.00,2.00,,,,,97.24,2.00,1.00,2.8e-03,300.00,30356.00
"XX","7","603","180",12468.00,,"7","2","4","1","A",1.90,81.65,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,2.00,,2.00,2.00,1.00,2.00,2.00,2.00,,1.00,,2.00,,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,,,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,1.00,2.00,2.00,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,,,2.00,1.00,1.00,1.00,1.00,,,,1.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,,,,,2.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,,2.00,1.00,,2.00,2.00,2.00,,,,,55.76,2.00,2.00,0.01,300.00,30356.00
"XX","8","506","165",12469.00,,"6","1","4","2","A   E",1.68,74.84,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,2.00,,2.00,2.00,1.00,1.00,1.00,2.00,,1.00,,2.00,,1.00,1.00,2.00,2.00,2.00,1.00,2.00,1.00,2.00,,2.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,,,2.00,1.00,1.00,1.00,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,,,,,2.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,,2.00,1.00,,2.00,2.00,2.00,,,,,88.76,1.00,2.00,4.0e-03,300.00,30356.00
"XX","1","500","138",12470.00,,"6","1","4","2","A",1.52,62.60,,2.00,,,2.00,,,,,,,2.00,,,2.00,,1.00,1.00,2.00,2.00,2.00,2.00,,1.00,,2.00,,1.00,1.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,,,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,,,,,,,,,,,2.00,2.00,1.00,1.00,1.00,1.00,1.00,,2.00,,,2.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,,,,,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,90.30,1.00,2.00,4.0e-03,300.00,30356.00
"XX","8","510","167",12471.00,,"7","2","4","2","A   E",1.78,75.75,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,2.00,,2.00,2.00,1.00,2.00,1.00,2.00,,1.00,,2.00,,1.00,2.00,,2.00,2.00,1.00,2.00,2.00,2.00,,,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,1.00,2.00,1.00,,,,2.00,2.00,1.00,2.00,2.00,2.00,2.00,,1.00,,,2.00,1.00,2.00,2.00,2.00,,,,1.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,70.18,2.00,2.00,2.8e-03,300.00,30356.00
"XX","1","503","130",12472.00,,"6","1","4","2","A",1.60,58.97,,2.00,,,2.00,,,,,,,1.00,1.00,2.00,2.00,,2.00,1.00,1.00,2.00,2.00,2.00,,1.00,,2.00,,1.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,1.00,2.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,,,,,,2.00,2.00,2.00,1.00,2.00,2.00,2.00,,1.00,,,2.00,1.00,2.00,2.00,1.00,,,,2.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,70.67,2.00,2.00,4.0e-03,300.00,30356.00
"XX","8","507","145",12473.00,,"7","2","4","2"," B  E",1.70,65.77,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,2.00,,1.00,1.00,2.00,2.00,1.00,2.00,,2.00,,2.00,,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,,,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,1.00,1.00,2.00,,,,1.00,2.00,1.00,1.00,1.00,1.00,2.00,,1.00,,,2.00,1.00,1.00,1.00,1.00,,,,1.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,,,,,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,57.52,2.00,2.00,9.5e-03,300.00,30356.00
"XX","5","509","147",12474.00,,"6","1","4","2","    E",1.75,66.68,,2.00,,,2.00,,,,,,,2.00,2.00,,,,1.00,2.00,1.00,2.00,2.00,2.00,,2.00,,2.00,,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,,,,,,2.00,2.00,1.00,1.00,1.00,1.00,2.00,,1.00,,,1.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,,2.00,1.00,,2.00,2.00,2.00,,,,,58.31,2.00,2.00,0.02,300.00,30356.00
"XX","1","600","185",12475.00,,"7","2","4","2","A",1.83,83.92,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,2.00,,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,,2.00,,1.00,2.00,,2.00,2.00,1.00,1.00,2.00,2.00,,,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,,,,,,1.00,2.00,2.00,2.00,2.00,2.00,1.00,,1.00,,,2.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,,2.00,1.00,,2.00,2.00,2.00,,,,,79.56,2.00,2.00,2.8e-03,300.00,30356.00
"XX","7","508","163",12476.00,,"6","2","4","1","A",1.73,73.94,,2.00,,,2.00,,,,,,,2.00,1.00,2.00,1.00,,2.00,2.00,1.00,1.00,1.00,1.00,,1.00,,2.00,,1.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,1.00,2.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,1.00,2.00,2.00,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,,,2.00,1.00,2.00,2.00,1.00,,,,2.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,,2.00,2.00,,2.00,2.00,2.00,,,,,81.79,2.00,2.00,0.01,300.00,30356.00
"XX","1","502","114",12477.00,,"3","2","1","2","A",1.57,51.71,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,2.00,,2.00,2.00,1.00,2.00,2.00,1.00,,1.00,,2.00,,1.00,,,2.00,2.00,,2.00,2.00,2.00,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,,,,,,1.00,2.00,2.00,2.00,2.00,1.00,2.00,,2.00,,,1.00,1.00,2.00,2.00,1.00,,,,2.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,,,2.00,2.00,2.00,2.00,2.00,2.00,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,2.00,2.00,,,,,69.37,2.00,2.00,2.9e-03,300.00,30356.00
"XX","5","511","150",12478.00,,"6","2","4","2","    E",1.80,68.04,,2.00,2.00,2.00,2.00,,,,,,,1.00,1.00,1.00,2.00,,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,,2.00,,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,1.00,2.00,2.00,,,,2.00,2.00,1.00,2.00,1.00,2.00,1.00,,1.00,,,2.00,2.00,2.00,,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,1.00,,2.00,2.00,2.00,,,,,42.12,2.00,2.00,0.02,300.00,30356.00
"XX","1","604","150",12479.00,,"4","2","1","2","A",1.93,68.04,,2.00,,,2.00,,,,,,,2.00,1.00,2.00,2.00,,1.00,2.00,1.00,1.00,1.00,1.00,,1.00,,2.00,,1.00,2.00,,2.00,2.00,1.00,1.00,2.00,2.00,,,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,,,,,,1.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,,,2.00,2.00,2.00,2.00,2.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,,2.00,1.00,,2.00,2.00,2.00,,,,,20.56,2.00,2.00,2.9e-03,300.00,30356.00
"XX","1","507","145",12480.00,,"7","2","4","2","A",1.70,65.77,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,2.00,,2.00,2.00,1.00,2.00,1.00,2.00,,1.00,,2.00,,1.00,,,2.00,2.00,,1.00,2.00,2.00,,,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,,1.00,1.00,,1.00,2.00,1.00,,,,2.00,2.00,2.00,1.00,1.00,2.00,1.00,,1.00,,,2.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,,,2.00,2.00,2.00,2.00,2.00,2.00,,,,,,,2.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,,2.00,1.00,,2.00,2.00,2.00,,,,,57.52,2.00,2.00,2.8e-03,300.00,30356.00
"XX","1","506","120",12481.00,,"4","2","2","2","A",1.68,54.43,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,2.00,,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,,2.00,,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,,,,,,2.00,2.00,2.00,2.00,1.00,2.00,2.00,,2.00,,,2.00,1.00,2.00,2.00,1.00,,,,2.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,36.20,2.00,2.00,3.7e-03,300.00,30356.00
"XX","1","506","131",12482.00,,"5","2","3","2","A",1.68,59.42,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,2.00,,1.00,2.00,1.00,,2.00,2.00,,2.00,,2.00,,1.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,,,,,,1.00,2.00,1.00,1.00,1.00,2.00,1.00,,2.00,,,2.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,2.00,2.00,,,,,52.52,2.00,2.00,3.4e-03,300.00,30356.00
"XX","1","506","125",12483.00,,"7","1","4","2","A",1.68,56.70,,2.00,,,2.00,,,,,,,2.00,2.00,,,,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,,2.00,,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,,,,,,1.00,2.00,2.00,1.00,2.00,2.00,1.00,,2.00,,,2.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,2.00,2.00,2.00,,,,,32.04,2.00,2.00,4.0e-03,300.00,30356.00
"XX","1","500","100",12484.00,,"3","1","1","2","A",1.52,45.36,,2.00,,,2.00,,,,,,,2.00,2.00,,,,2.00,2.00,1.00,2.00,2.00,2.00,,2.00,,2.00,,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,,,,,,2.00,2.00,2.00,2.00,1.00,2.00,1.00,,1.00,,,2.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,1.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,50.13,2.00,2.00,3.6e-03,300.00,30356.00
"XX","8","510","160",12485.00,,"6","2","3","2","A   E",1.78,72.58,,2.00,,,2.00,,,,,,,2.00,2.00,2.00,2.00,,2.00,2.00,1.00,2.00,2.00,2.00,,1.00,,2.00,,1.00,2.00,,2.00,2.00,1.00,2.00,2.00,2.00,,,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,,,,,,1.00,2.00,1.00,2.00,1.00,1.00,2.00,,2.00,,,2.00,1.00,2.00,2.00,1.00,,,,1.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,66.84,2.00,2.00,3.4e-03,300.00,30356.00
"XX","1","502","260",12486.00,,"7","1","4","2","A",1.57,117.94,,2.00,2.00,2.00,2.00,,,,,,,2.00,2.00,2.00,2.00,,1.00,1.00,1.00,1.00,2.00,2.00,,1.00,,2.00,,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00,,,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,,1.00,2.00,,1.00,2.00,2.00,,,,2.00,2.00,1.00,1.00,1.00,2.00,2.00,,2.00,,,2.00,1.00,1.00,1.00,2.00,,,,1.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,,,,,2.00,1.00,1.00,2.00,1.00,2.00,2.00,1.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,99.30,2.00,1.00,4.0e-03,300.00,30356.00
"XX","5","503","107",12487.00,,"4","1","2","2","    E",1.60,48.54,,2.00,2.00,2.00,2.00,,,,,,,2.00,2.00,,,,2.00,2.00,1.00,2.00,2.00,2.00,,2.00,,2.00,,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,2.00,2.00,2.00,,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,,,,,,1.00,2.00,1.00,1.00,1.00,2.00,2.00,,2.00,,,2.00,1.00,2.00,2.00,2.00,,,,1.00,,,,,2.00,,,2.00,,,,,,,,,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,,,,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,,2.00,2.00,,2.00,2.00,2.00,,,,,32.89,2.00,2.00,0.02,300.00,30356.00
